5.48	0.00	-9.32	-8.18	167.02	-2.70	-0.50	0.00
5.46	0.00	-10.67	-14.07	166.60	-2.04	-0.50	0.00
5.44	0.00	-12.64	-12.82	166.00	-2.79	-0.51	0.00
5.41	-0.01	-13.75	-11.86	165.22	-1.80	-0.52	0.00
5.54	0.01	-13.12	-10.75	163.78	-2.82	-0.57	0.00
5.52	0.00	-12.93	-16.44	163.33	-2.67	-0.56	0.00
5.50	0.00	-14.17	-10.26	162.88	-2.34	-0.55	0.00
5.48	0.00	-12.94	-9.46	162.82	-0.96	-0.53	0.00
5.45	0.00	-10.97	-5.17	162.67	-0.66	-0.51	0.00
5.40	-0.01	-8.61	-5.71	161.32	-1.56	-0.55	0.00
5.52	0.00	-8.53	-6.41	159.28	-3.54	-0.63	0.00
5.48	0.00	-7.33	-5.50	158.77	-3.90	-0.62	0.00
5.45	0.00	-5.95	-2.58	158.14	-3.18	-0.62	0.00
5.42	-0.01	-4.93	-4.93	156.97	-2.31	-0.65	0.00
5.42	0.00	-4.32	-2.27	155.47	-3.30	-0.69	0.00
5.42	0.00	-6.29	-8.72	154.78	-3.36	-0.69	0.00
5.42	0.00	-6.63	-5.88	153.34	-3.63	-0.73	0.00
5.41	0.00	-8.97	-8.59	150.71	-4.77	-0.82	0.00
5.40	-0.01	-8.06	-7.43	149.78	-5.01	-0.83	0.00
5.43	0.00	-8.72	-10.31	148.13	-5.22	-0.87	0.00
5.42	0.00	-9.97	-9.90	146.48	-4.23	-0.91	0.00
5.50	0.01	-10.72	-12.68	143.99	-5.79	-0.99	0.00
5.45	0.00	-12.25	-7.78	142.73	-5.40	-1.00	0.00
5.50	0.00	-9.70	-8.92	140.90	-5.58	-1.04	0.00
5.44	0.00	-9.85	-4.56	139.55	-4.44	-1.06	0.00
5.42	0.00	-7.75	-7.08	138.29	-4.44	-1.07	0.00
5.47	0.00	-8.58	-7.46	136.43	-4.47	-1.11	0.00
5.44	0.00	-6.60	-3.71	133.11	-6.45	-1.22	0.00
5.54	0.01	-5.96	-3.76	130.11	-8.19	-1.31	0.00
5.52	0.01	-7.53	-7.99	126.66	-9.77	-1.41	0.00
5.47	0.00	-7.81	-8.72	123.60	-9.51	-1.50	0.00
5.43	0.00	-8.43	-7.97	122.49	-7.62	-1.48	0.00
5.51	0.00	-7.72	-5.93	118.44	-8.22	-1.61	0.00
5.46	0.00	-8.52	-6.99	114.37	-9.23	-1.73	0.00
5.42	-0.01	-7.99	-10.31	112.51	-9.98	-1.74	0.00
5.53	0.01	-9.57	-9.53	108.07	-10.37	-1.87	0.00
5.49	0.00	-7.30	0.31	105.37	-9.00	-1.91	0.00
5.45	0.00	-4.17	-0.95	102.07	-10.44	-1.98	0.00
5.42	-0.01	-3.14	-1.76	99.67	-8.40	-2.00	0.00
5.47	0.00	7.13	16.45	109.30	3.93	-1.42	0.00
5.41	-0.01	10.23	16.72	115.87	13.79	-1.02	0.00
5.50	0.00	18.47	27.19	122.97	23.30	-0.62	0.00
5.42	0.00	16.06	14.48	125.07	15.77	-0.48	0.00
5.45	0.00	13.46	6.36	126.66	10.79	-0.38	0.00
5.41	-0.01	9.38	6.66	130.77	7.80	-0.15	0.00
5.50	0.01	9.52	10.81	132.75	7.68	-0.05	0.00
5.45	0.00	11.81	-5.06	134.79	8.13	0.06	0.00
5.42	0.00	4.88	1.07	134.67	3.90	0.05	0.00
5.50	0.00	-1.43	-17.72	131.16	-1.59	-0.13	0.00
5.41	0.00	-9.64	-4.31	133.26	-1.53	-0.02	0.00
5.50	0.00	-1.43	10.41	134.99	0.33	0.07	0.00
5.41	0.00	1.15	4.79	134.25	3.09	0.03	0.00
5.45	0.00	0.16	-3.82	131.49	-1.77	-0.11	0.00
5.50	0.00	-0.80	-5.07	131.19	-3.81	-0.12	0.00
5.41	-0.01	-2.10	-6.40	132.00	-2.25	-0.07	0.00
5.54	0.01	-1.65	7.59	131.10	-0.39	-0.11	0.00
5.45	0.00	0.90	3.59	130.65	-0.54	-0.13	0.00
5.42	0.00	2.93	-6.15	133.02	1.02	-0.01	0.00
5.44	0.00	-0.26	3.24	135.11	4.02	0.10	0.00
5.43	0.00	1.95	9.77	134.84	4.20	0.08	0.00
5.40	0.00	2.60	1.20	132.24	-0.78	-0.05	0.00
5.46	0.00	0.68	-2.92	130.56	-4.56	-0.13	0.00
5.42	0.00	2.07	-1.73	133.14	-1.71	0.00	0.00
5.43	0.00	-2.39	-2.71	133.59	1.35	0.02	0.00
5.47	0.00	-1.42	-1.81	135.41	4.86	0.11	0.00
5.48	0.00	-6.24	-13.76	124.74	-8.40	-0.43	0.00
5.47	0.00	-5.62	-5.93	132.27	-1.32	-0.03	0.00
5.55	0.01	-7.94	-3.74	132.21	-3.21	-0.03	0.00
5.43	0.00	-7.01	-3.64	129.87	5.13	-0.15	0.00
5.46	0.00	-5.05	-9.47	125.94	-6.33	-0.33	0.00
5.36	-0.01	-12.66	-15.16	96.47	-35.74	-1.79	0.00
5.26	-0.02	-14.38	-18.37	79.91	-49.95	-2.53	0.00
5.31	-0.01	-13.06	-2.48	90.00	-35.94	-1.90	0.00
5.36	-0.01	-4.77	-5.24	100.00	3.54	-1.30	0.00
5.41	0.00	-1.09	6.94	109.48	29.57	-0.76	0.00
5.42	0.00	0.72	4.87	118.06	28.06	-0.30	0.00
5.41	0.00	5.78	10.29	121.92	21.92	-0.09	0.00
5.49	0.01	0.38	5.79	117.16	7.68	-0.32	0.00
5.44	0.00	5.76	12.09	121.29	3.24	-0.10	0.00
5.40	0.00	11.03	9.67	126.84	4.92	0.18	0.00
5.42	0.00	8.74	0.45	127.59	10.43	0.21	0.00
5.40	0.00	4.70	-7.19	130.35	9.05	0.34	0.00
5.43	0.00	-7.05	-14.39	102.43	-24.41	-1.07	0.00
5.43	0.00	-9.24	-17.40	102.43	-25.16	-1.02	0.00
5.43	0.00	-11.82	0.91	102.43	-27.92	-0.97	0.00
5.43	0.00	-3.96	-1.45	102.43	0.00	-0.92	0.00
5.43	0.00	-1.20	-2.67	102.43	0.00	-0.88	0.00
5.43	0.00	0.06	4.55	104.62	2.19	-0.72	0.00
5.42	0.00	-1.39	-3.04	105.73	3.30	-0.63	0.00
5.41	0.00	-2.30	8.38	110.05	7.62	-0.38	0.00
5.40	0.00	4.54	8.44	114.82	10.19	-0.13	0.00
5.49	0.01	7.31	7.08	117.55	11.81	0.02	0.00
5.42	0.00	5.86	1.42	118.00	7.95	0.04	0.00
5.42	0.00	12.53	16.19	126.06	11.24	0.44	0.00
5.44	0.00	12.98	9.43	121.74	4.20	0.20	0.00
5.48	0.00	5.28	4.96	115.48	-2.52	-0.12	0.00
5.45	0.00	6.01	6.92	111.85	-14.21	-0.30	0.00
5.44	0.00	4.33	-0.37	108.01	-13.73	-0.47	0.00
5.50	0.01	5.73	5.49	110.50	-4.98	-0.33	0.00
5.43	0.00	8.55	14.02	119.20	7.35	0.13	0.00
5.51	0.01	5.03	-16.27	115.33	7.32	-0.07	0.00
5.58	0.01	-5.46	-13.19	106.66	-3.84	-0.50	0.00
5.44	0.00	-8.68	-0.04	107.68	-11.51	-0.43	0.00
5.42	0.00	-3.88	-0.86	102.61	-12.71	-0.66	0.00
5.43	0.00	-4.20	-0.24	108.88	2.22	-0.31	0.00
5.44	0.00	8.66	14.03	113.95	6.27	-0.04	0.00
5.48	0.00	1.01	-12.52	106.93	4.32	-0.39	0.00
5.40	-0.01	-5.04	1.43	107.65	-1.23	-0.34	0.00
5.42	0.00	-2.34	0.04	106.57	-7.38	-0.37	0.00
5.42	0.00	0.76	2.57	105.85	-1.08	-0.39	0.00
5.41	0.00	-1.60	-4.93	118.18	10.52	0.24	0.00
5.49	0.00	4.31	13.88	113.50	6.93	0.00	0.00
5.52	0.01	2.91	-20.27	100.79	-5.07	-0.64	0.00
5.51	0.01	-3.84	10.10	107.56	-10.61	-0.27	0.00
5.42	0.00	-1.18	0.04	103.42	-10.07	-0.46	0.00
5.52	0.01	-0.42	1.43	88.67	-12.11	-1.17	0.00
5.37	-0.01	-0.52	-4.46	99.86	-7.71	-0.56	0.00
5.53	0.01	1.87	10.80	110.11	6.69	-0.02	0.00
5.37	-0.01	2.11	-12.80	94.73	6.06	-0.78	0.00
5.45	0.00	-5.41	-0.56	98.81	-1.05	-0.54	0.00
5.53	0.01	-2.64	-9.53	94.43	-15.68	-0.73	0.00
5.53	0.01	-7.10	-2.94	97.58	2.85	-0.54	0.00
5.56	0.01	-4.20	-1.63	100.88	2.07	-0.35	0.00
5.38	-0.01	-5.10	-3.94	92.72	-1.71	-0.74	0.00
5.42	0.00	1.41	-0.81	102.97	5.40	-0.19	0.00
5.46	0.00	-0.42	6.22	88.31	-12.56	-0.91	0.00
5.47	0.00	-0.92	-1.30	92.81	0.09	-0.64	0.00
5.48	0.00	9.00	18.22	96.98	-6.00	-0.40	0.00
5.41	-0.01	7.27	7.56	89.21	0.90	-0.77	0.00
5.40	-0.01	3.54	-1.81	98.09	5.28	-0.29	0.00
5.43	0.00	1.58	3.98	102.40	5.43	-0.06	0.00
5.45	0.00	3.76	-5.91	117.73	28.52	0.71	0.00
5.45	0.00	-0.52	-3.38	107.65	9.57	0.17	0.00
5.41	0.00	-1.32	5.53	53.14	-49.26	-2.56	0.00
5.40	0.00	9.74	0.59	44.87	-72.86	-2.85	0.00
5.40	0.00	-3.14	-3.34	30.14	-77.51	-3.44	0.00
5.44	0.00	2.06	15.01	33.71	-19.43	-3.09	0.00
5.51	0.01	5.58	7.68	1.99	-42.88	-4.52	0.00
5.57	0.01	11.95	16.37	-15.91	-46.06	-5.19	0.00
5.45	0.00	12.44	11.83	28.26	-5.46	-2.72	0.00
5.48	0.00	6.83	-0.04	-19.90	-21.89	-4.99	0.00
5.52	0.01	11.67	1.23	-22.00	-6.09	-4.85	0.00
5.44	0.00	-1.25	2.45	-6.71	-34.96	-3.84	0.00
5.51	0.00	4.58	-0.21	-14.65	5.25	-4.05	0.00
5.47	0.00	4.68	10.70	-0.29	21.71	-3.13	0.00
5.47	0.00	5.02	-5.30	-14.38	-7.68	-3.68	0.00
5.52	0.01	-4.53	-10.65	-13.27	1.38	-3.44	0.00
5.42	-0.01	-0.09	14.96	-29.49	-29.20	-4.08	0.00
5.58	0.01	4.28	-7.88	4.96	19.34	-2.15	0.00
5.51	0.00	1.46	14.02	3.46	16.73	-2.12	0.00
5.44	0.00	7.85	6.31	-0.68	28.81	-2.22	0.00
5.40	-0.01	-2.54	-17.94	-18.67	-23.63	-3.01	0.00
5.48	0.00	-7.48	-7.07	-37.56	-41.02	-3.80	0.00
5.51	0.00	-7.27	1.72	3.04	3.72	-1.58	0.00
5.42	-0.01	1.14	-5.44	-41.46	-22.79	-3.73	0.00
5.53	0.01	-5.75	-6.34	-13.48	24.08	-2.14	0.00
5.40	-0.01	-0.44	-1.65	-20.41	-23.45	-2.38	0.00
5.48	0.00	-5.31	-10.41	-12.28	29.17	-1.86	0.00
5.49	0.00	-3.94	16.67	-27.90	-14.42	-2.54	0.00
5.48	0.00	10.39	19.21	16.95	37.36	-0.17	0.00
5.43	0.00	7.69	4.98	-36.42	-24.14	-2.83	0.00
5.40	-0.01	7.64	-0.24	-60.80	-32.89	-3.91	0.00
5.50	0.00	0.39	0.34	-56.24	-73.19	-3.49	0.00
5.49	0.00	2.67	-6.26	-39.39	-2.97	-2.47	0.00
5.43	0.00	-0.71	4.44	-13.03	47.76	-1.03	0.00
5.44	0.00	0.58	-5.96	-19.45	36.79	-1.30	0.00
5.50	0.00	-0.59	-9.82	-55.28	-15.89	-3.03	0.00
5.54	0.01	-4.93	4.96	-68.50	-55.47	-3.53	0.00
5.43	0.00	-2.71	-3.11	-64.30	-44.86	-3.15	0.00
5.48	0.00	-4.02	1.30	-45.42	9.86	-2.05	0.00
5.47	0.00	1.08	1.58	-21.13	47.37	-0.73	0.00
5.51	0.00	-2.52	-8.29	-49.88	14.42	-2.13	0.00
5.50	0.00	-1.38	2.32	-35.97	9.45	-1.33	0.00
5.50	0.00	2.24	1.67	-39.42	-18.29	-1.43	0.00
5.41	-0.01	3.28	3.75	-38.34	11.54	-1.31	0.00
5.44	0.00	-0.99	0.21	-50.78	-14.81	-1.87	0.00
5.47	0.00	4.20	11.58	-29.52	9.90	-0.71	0.00
5.53	0.01	5.20	1.32	-72.28	-33.94	-2.81	0.00
5.40	-0.01	0.97	4.44	-28.59	22.19	-0.49	0.00
5.52	0.01	4.49	-0.04	-64.24	-34.72	-2.25	0.00
5.41	-0.01	1.20	-5.63	-38.55	33.73	-0.85	0.00
5.52	0.01	-0.38	-4.61	-46.01	-17.42	-1.18	0.00
5.41	-0.01	-1.18	7.01	-37.14	27.11	-0.68	0.00
5.50	0.00	-0.31	-8.60	-72.82	-34.27	-2.43	0.00
5.51	0.00	-8.27	-10.85	-77.89	-31.87	-2.56	0.00
5.54	0.01	-3.98	4.89	-74.05	-36.91	-2.24	0.00
5.44	0.00	-0.70	-1.00	-57.86	14.96	-1.32	0.00
5.48	0.00	0.33	3.42	-76.69	1.20	-2.19	0.00
5.50	0.00	-2.53	-9.06	-49.94	24.11	-0.75	0.00
5.42	-0.01	5.23	10.36	-3.89	53.97	1.59	1.00
5.57	0.01	-0.25	0.73	-50.06	26.63	-0.79	1.00
5.47	0.00	0.87	9.61	-73.09	-23.15	-1.91	0.00
5.44	0.00	4.03	-3.96	-67.33	-63.45	-1.52	0.00
5.43	0.00	0.37	-0.97	-82.38	-32.32	-2.20	0.00
5.48	0.00	-2.04	-6.82	-86.82	-13.73	-2.31	0.00
5.45	0.00	-3.03	4.79	-93.21	-25.88	-2.51	0.00
5.50	0.00	-1.54	-22.09	-81.67	0.72	-1.81	0.00
5.55	0.01	-8.82	-0.02	-85.23	1.59	-1.90	0.00
5.45	0.00	-4.27	-0.98	-90.48	2.73	-2.07	0.00
5.40	-0.01	-0.41	5.87	-63.14	18.53	-0.60	0.00
5.40	-0.01	-1.51	-3.28	-90.42	-5.19	-1.93	0.00
