5.40 	-0.002	53.09 	-6.15	216.33 	-11.96	-1.11	0.00
5.39 	-0.002	49.67 	-6.82	246.35 	3.54	0.45	0.00
5.40 	-0.002	49.77 	-7.43	251.96 	30.14	0.70	0.00
5.39 	-0.002	49.19 	-7.34	245.62 	29.28	0.35	0.00
5.39 	-0.002	48.47 	-7.47	236.22 	-10.13	-0.13	0.00
5.38 	-0.003	47.46 	-7.85	226.83 	-25.14	-0.60	0.00
5.37 	-0.004	45.54 	-8.37	230.00 	-15.62	-0.41	0.00
5.36 	-0.004	45.44 	-8.30	237.93 	1.71	0.01	0.00
5.33 	-0.006	43.76 	-8.81	237.56 	10.74	-0.01	0.00
5.32 	-0.007	41.88 	-8.30	229.39 	-0.61	-0.42	0.00
5.31 	-0.007	39.86 	-9.10	237.32 	-0.61	0.00	0.00
5.29 	-0.008	39.57 	-9.36	244.40 	6.83	0.35	0.00
5.27 	-0.010	38.42 	-9.71	243.91 	14.52	0.31	0.00
5.25 	-0.011	38.03 	-9.57	239.64 	2.32	0.08	0.00
5.23 	-0.012	37.31 	-8.89	219.75 	-24.65	-0.92	0.00
5.21 	-0.013	34.76 	-9.79	226.46 	-17.45	-0.54	0.00
5.20 	-0.013	33.08 	-10.23	256.60 	16.96	1.00	0.00
5.18 	-0.014	32.02 	-10.04	241.59 	21.84	0.20	0.00
5.48 	0.019	33.51 	-8.20	227.32 	0.85	-0.53	0.00
5.58 	0.027	46.31 	-0.73	208.28 	-48.32	-1.45	0.00
5.62 	0.027	43.85 	2.35	215.97 	-25.62	-0.99	0.00
5.60 	0.023	38.66 	1.49	194.86 	-32.46	-2.00	0.00
5.62 	0.022	33.32 	-1.25	203.40 	-4.88	-1.47	0.00
5.60 	0.018	31.44 	-2.29	200.72 	-15.25	-1.53	0.00
5.60 	0.016	27.55 	-3.91	211.09 	16.23	-0.94	0.00
5.61 	0.016	35.10 	-0.42	187.30 	-16.11	-2.08	0.00
5.59 	0.012	34.33 	0.20	187.17 	-13.54	-1.98	0.00
5.60 	0.012	32.74 	-6.68	198.03 	-13.06	-1.34	0.00
5.60 	0.011	33.71 	-8.41	207.55 	20.25	-0.80	0.00
5.60 	0.010	32.26 	-7.40	220.12 	32.94	-0.13	0.00
5.59 	0.008	31.78 	-4.47	203.28 	5.25	-0.97	0.00
5.59 	0.008	27.41 	-4.26	201.21 	-6.34	-1.02	0.00
5.59 	0.006	27.45 	-2.18	194.37 	-25.75	-1.31	0.00
5.58 	0.005	28.22 	-4.53	215.48 	12.20	-0.19	0.00
5.58 	0.004	28.17 	-5.34	199.13 	-2.07	-1.00	0.00
5.57 	0.003	31.88 	-3.10	204.13 	9.76	-0.70	0.00
5.56 	0.002	27.93 	-4.44	191.93 	-23.55	-1.27	0.00
